content,score
sangat membantu,5
tolong dibasmi para driver member tuyul gojek di stasiun Cakung demi rasa keadilan tolong dibasmi jekk,5
"udah nyari gojek nya lamaa, sekali nya dapet di kasih yang jauh",1
bagus,5
Seharusnya pemilihan pembatalan order 'driver tidak bergerak & driver tdk bisa dihubungi' itu dikasih jeda waktu 3 menit supaya cs tidak asal cancel. karena saya sebagai driver sering mengalami yg mengakibatkan performa turun. saya jg udh lapor driver support tpi gk bisa ngebantu balikin performa & jawabannya malah ngelantur.,1
terimakasih atas kesabaran nya mengantar pelanggan ☺️,5
penentuan titik lokasi penjemputan susah² gampang terkadang titik lokasi berubah sendiri.,3
terimakasih atas pelayanan mas driver yg ramah dan profesional 🙏👍💟,5
"MAHAL, GAK ADA PROMO",1
never stop for improving all feature,5
"selalu tepat waktu, driver ramah dan sopan",5
Aplilask gojek knp gk nimbul ya,5
senang,5
baik promo,5
aplikasi nya memudahkan untuk operasional,5
"gk jelas bet drivernya rata rata pada gk bisa maksimaliln udh pilih mode yg cepet juga sama aja ujung ujungnya ngecewain, tolong perhatikan lebih baik",1
membantu,5
"Sangat kecewa dengan GoPay. Saya menggunakan GoPay untuk transaksi jualan, dan saat ada banyak transaksi masuk dalam sehari, akun saya langsung diblokir tanpa pemberitahuan. Saat saya ajukan banding, jawabannya hanya template dan tetap ditolak. Bahkan saldo saya ikut ditahan. Sistem anti-fraudnya terlalu sensitif dan tidak mempertimbangkan kondisi pengguna yang benar-benar berjualan. Pelayanan CS juga tidak membantu sama sekali. Aplikasi ini tidak aman untuk pengguna yang sering transaksi.",1
"kenaikan harga tidak masuk akal, hanya mencari untung saja menyusahkan pengguna",1
puas,5
sudah bagus,4
puas!!,5
"terlalu berbelit minta pengembalian barang ga lengkap, evaluasi ke tenant bukan ke member, be smart please cs nya",1
"sejauh ini ga mengecewakan, mantap",5
"Bagussss, yuk rame2 pake gojek. banyak pilihan transaksi dan pelayanannya bagusss 🫶",5
memudahkan,5
sangat puas dan nyaman,5
mudah dan amat membantu,5
ok,5
"penurunan performa harga lebih mahal dari aplikasi lain yang serupa dan driver terdekat begitu jauh, berbeda dengan aplikasi kuning",3
sangat terbantu,4
"smp saat ini bagus sih belum mnemukn kndala,mksh gojek",5
Terimakasih banyak atas bantuan dan kerjasamanya. semoga kedepannya tetap jaya,5
mantap,5
sering dapet driver 🚕 dg jarak yg lumayan jauh 4 sd 5 km tolong di perbaiki max 2 km lah masak kalah sama ijo sebelah,2
pengiriman gofood sengaja diperlambat gada diskon Untuk pembayaran cod,1
driver ramah respon cepat.,5
"Beberapa kali dapat sopir gojeg jutek judes banget, padahal bawa pasien lumpuh dengan kursi roda. Sopirnya cuek ngak mau bantu sama sekali walau sekedar nanya, senyum aja gak ada, apalagi bantuin buka pintu mobil. Diem duduk bae di kursi sopir. bagasi juga gak dibukain kalau tidak disuruh minta buka bagasi buat naruh kursi roda. payah pokoknya oknum sopir gojek. Gak lagi make gojek ganti apl lain",1
amat sangat membantu bintang 1000,5
"driver sudah diberikan uang parkir, tapi bisa tarik uang parkir dari aplikasi tanpa persetujuan konsumen diperbaiki lagi aplikasinya, MERUGIKAN KONSUMEN !!!!",1
sangatlah memudahkan perjalanan sy dijakarta,5
dari dulu selalu pake gojek,5
sukses sll gojek,5
oke,5
mantap Sangat membantu,5
"ga ada masalah tapi akun malah diblokir, cs nya juga ga bisa bantu sama sekali. percuma aja bikin laporan.",1
"di menu GoFood tolong adegan chef melempar pisau saat memotong mentimun di hapus, adegan tersebut sensitif yang di takutkan akan di tiru oleh anak anak🙏",3
ramah,4
driver nya sopan,5
"sejahterakan driver, agar ojol kembali berjaya,",5
ok,5
tolong aplikasi gojek lebih teliti lagi dalam mencarikan mitra driver sesuai ganjil genap. karena kebutuhan mendesak lewat tol harus sesuai ganjil genap. dan ketika saya memesan dapat sampai 5x tidak sesuai ganjil genap saya dapat notif bisa di blokir akun saya ketika melakukan banyak pembatalan. padahal saya melakukan pembatalan karena jelas tidak sesuai ganjil genap yang tidak dapat akses lewat jalan tol tolong lebih di perhatikan lagi dalam mencarikan mitra. terima kasih,4
ramah,5
ok,5
Senang menggunakan Go-Jek. Drivernya selalu ngajak kita ngobrol....jadi perjalanan tidak membosankan.... sukses Go-Jek,5
masih sering bnyk yg gak respon di CHATT klo gak mau ambil orderan,4
mantab,5
siplah,5
bagus untuk keadaaan mendesak,5
"pilih layanan goride paling hemat, tapi pas di klik harganya naik.ini gimana maksudnya pak nadiem ,,,menjebak sekali aplikasi anda🤨",1
"nyebelin, kadang eror, barusan isi gopay sesuai harga yang saya pesan, bahkan saya lebihkan sedikit, saya pakai gopay supaya nggga ribet bayar cash, ehh tau tau pas saya mau order, harga melambung pesat jauh dari harga sebelumnya, yang otomatis membuat saya harus top up lagi, ngeselin",1
driv baik,5
tepat waktu dan santun,5
"makasih yg udah nyiptain gojek, dan makasih buat para drivernya juga",5
sangat membantu adanya gojek ini,5
"Gojek mantul bgt,sgt membantu !!! Trims gojek... #JAYALAH TERUS PT.GO TO GOJEK TOKOPEDIA INDONESIA",5
bebas tanpa hambatan,5
makin thn makin buruk ajh pelayanan gojek,1
"hadehhh, makin kesini makin pelit voucher",1
mantap,5
okay,5
"driver nya pada songong sya mesen gofood gak ada yg mau nerimanya, tolong diperbaiki driver nya untuk GO-FOOD",1
Penyelesaian masa tunggu nyari driver lama buruk,1
ok,5
Bagus.,5
"saya sangat terbantu dengan aplikasi gojek ini fitur aplikasi nya banyak dan mudah digunakan, bisa pesan apa saja, mulai dari ransportasi, makanan dan kebutuhan sehari hari, thankss yaa gojek sudah mempermudah hidup saya :)",5
ok,5
"saking gadak nya insentif buat driver, sekarang asal pesan makanan kalau hujan selalu gadapet driver, parahhh mending pesan dari Shopepod",1
aplikasi mantap,5
"udh ongkirnya mahal, durasi pengantaran diaplikasi tinggal sebentar tapi gak berubah, udah ½ jam nunggu tapi tulisannya tetep 38 menit lagi, udh direfresh pun tetep aja. gimana sih.",1
good,5
"kecewa banget sama nih apk, gak kebayang aja udah ketipu sama Driver dua kali padahal udah bayar, sekalinya ketemu malah lemot banget jalannya. gak ikhlas aja duit ilang lebih dari 50k secara cuma2 karena langsung lewat gopay",1
payah,1
"aplikasi ampas, kalo udah sepi driver tutup aja perusahaannya, bukan solusi saat kelaparan, yang ada malah makin lapar.",1
"gojek gimana ni tolong ya klu vermuk buat driver cahaya hp jangan terang otomatis,trs jangan deket2 mata..bikin mata driver rusak..saya udh telpon CS berkali gak ada perubahan...klu driver matanya rusak emang gojek mau ngobatin",1
"Sumpah selama kemaren kebandung gw pke nih gocar tapi pelayanaan sopirnya kurang bet gak ada ramah2nya sama sekali , trus jg kek parkir itu harus bgt yah kita yg bayar dan kalau kita bayarnya cash suka gak ada kembalian tuh sm sopir grabnya giliran kita yg kurang seribu atau 2ribu aja ditagih sm segitunya ... jujur agak kecewa bgt sama pelayaanaan supirnya ... kurang memuaskan",1
maaf saya kasih 1bintang aja,1
👍,5
sangat membantu untuk saya sebagai manusia yang mageran ini 👍🏻,5
baik,5
mantap,5
senang,5
ok,5
Andalan ketika yang lain ga sanggup.Gojek jadi solusinya.,5
semenjak update kok gak bisa tracking driver gofood. aneh aneh aneh,2
"aplikasi hancur, nggk bisa dibatalin sering kasih maps ngaco",1
sangat membantu,5
Tolong banget pihak gojek... minimal kalo hujan tetap ada driver yg ambil. menyusahkan pengguna,4
DRIVER NYA PADA MALESSSSS KALO GA NIAT GA USAH NGOJEG,1
"drefer nya gj udah di tunggu setelah jam tiba"" di batalin",1
pokoknya nyaman dan menyenangkan apalagi go food nya mantaaap,5
"kelamaan, lelet kayak siput",1
"apalahhh skrg ongkir GO-MART mahal banget.. pdhl jarak paling cuma 2km, knpa skrg gada potongan ongkir lg",3
bagus,5
"tidak dapat chat dengan customer service, chat cs tidak dapat mengetik dan jawaban sdh dikondisikan.",1
"gojek payah!!! di MALANG khususnya di daerah ranugrati tiap hujan 1 jam lebih pesen ga dapat2 driver, emang ga ada driver apa emang ga mau on tiap hujan karena takut basah?!! jujur kecewa sekali saya pelanggan gojek, sekarang pindah ke grab, sekali pesan lgsg dapat.",1
sukaku banget apalagi buat aku kaum males haha pokonya keren,5
bagus,5
sombong banget supir gojeknya. giliran hujan pada gak mau terima orderan. kalau harga mahal mending bluebird.,2
bagus,5
bagus,5
"driver gojek yg skrg gk prnh ad mantel penumpang jdi kalau di tengah jalan tiba"" hujan dn saya lagi buru"" cmn driverny doang yg pakai mantel, kecewa bener!!!! padahal driver"" gojek dlu sllu sediain 1 mantel buat costumer! tolong dong gojek buat ketentuan syarat dn ketentuan perlengkapan itu jgn cmn d mereka sndiri saja!!!!",1
"Di Zaman yg serba instan gini, sangat membantu bgt si, dri mulai gojek gocar terutama gofood!! pernah pesan gofood tapi makanannya ada yg kurang, chat admin prosesnya cepat dan gak ribet, kurang dari 2x24 jam uang dikembalikan ke saldo gopay! sesuai item makanan yg kurang!! mantap..",5
"setiap pembelanjaan express gak pernah tepat waktu atau lebih cepat, selalu telat, percuma bayar lebih biar cepet tapi hasilnya lebih buruk dari ekonomis",1
thank full,5
"woy lah, aku lagi mencari driver, gak ada yang mau nerima, terus aku cancel kan. Aku pinjem gojek temen ku tiba tiba ada driver manggil nama ku sambil misuh, pas ku cek ternyata ada driver yang dah sampai padahal aku dah cancel karena gada yang nerima. si drivernya pergi. Kenapa bisa gini??",1
"Tolong dong untuk mitranya udah pesen dan nunggu lama tapi driver gak bergerak sama sekali bahkan malah menjauh dari titik jemput, sudah di chat juga tapi driver sengaja gak merespon. Kalau seperti itu sangat merugikan konsumen, sekarang jadi males pakai aplikasi ini. Pasti yang punya pengalaman sama dengan saya juga banyak. Masalahnya jadi buang2 waktu buat nungguin, driver di chat gak dibales, nungguin sampe lama, ujung2nya kita harus cancel karena mitranya tidak mau cancel.",1
Sangat membantu perjalanan,4
bolehlah,5
"Percuma gw di kasih limit banyak² kalau tidak bisa dipakai pesan makanan karena promonya di tiadakan. Gw baru tau sebab teman ku pesan makanan dapat promo dari Gojek langsung, pas ku cocokkan dengan handphone ku isinya ZONK anjir jadi malas pake Gojek lagi",1
bagus,5
"terimakasih,gocar,dan gojek bagus,mohon pertahankan,sy sebagai guru ASN pertahankan biaya gocar ya 32-35ribu dijam 14.00sd18.00wib pertahankan",5
"aplikasi sekarang tidak bisa memesan dua kali,, padahal saya kalau pindah orang pekerja butuh mobil banyak. malah hanya di batasi satu pemesanan saja,, Go-Jek sekarang tidak jelas kayak para pimpinan Go-Jek.nya",1
"Tolong di tindak driver yang sering menyiasati penumpang untuk menyuruh cancel, dan meminta membayar secara offline, padahal akun sudah terhubung gopay",3
baik bgt udh sabar banget ngebolehin tasnya dipegangin karena kepala saya oleng mau jatuh .. nganterin saya sampai tujuan .. sehat sehat buat Abang gojek nya .,5
gosend barang sering ngga nyampe,1
manta dan berkah Gojeg,5
lama cari driver go send nya,2
mantap,5
ngga ada cs yang bisa di hubungi cuma robot yang jawab,1
sangat baik nyaman dan mematuhi aturan,5
"lama2 belanja gofood di gojek jadi mahal.. ongkir nya gak nanggung2,diskon pun sedikit pula ..",1
"gocar mulai pilih² customer trak macet dikit minta cancel dgn berbagai alasan, tolong dong pihak gojek kalau cancel bisa kasih rating makasih",1
mantab,5
sukakk,5
nice,5
mantap perjalananya,5
ok,5
"tolong di tingkatkan,,sering sekali error padahal selalu di update...tapi sering banget gak bisa buka buat order,mesikuo sudah di update",3
ok...gojek nya. di jemput tepat wktu,5
"oohh, sekarang harus nunggu dapat driver baru diproses pesanannya? nyusahin driver nih ya tujuannya? mau maksa bayar lebih untuk yang tidak perlu? padahal sudah oke malah dirubah dan memperburuk pelayanan? anda kira pemrosesan orderannya bisa semenit jadi gitu setelah driver datang?",1
👍,5
"titik lokasi sudah dirubah tetap saja dianggap terlalu jauh, diluar jangkauan, jadi ga bisa order apapun!! padahal sebelumnya tidak pernah ada kendala seperti ini!!",1
"Aplikasi sangat baik, pelayanan lengkap, UX nya memuaskan 😁",5
kenapa di apk saya sudah tidak ada bacaan ekonomis nyaaaa min,3
Saya sudah 2 kali pesen goride kecewa..maaf bukan menghina saya pesen 2kali dapat motor yg udah gak layak..padahal itu aq pesen bukan yg hemat aq pesen yg express biar dapat motornya yg layak tapi kok sama saja..saya kurang nyaman..harusnya motor yg sudah gak layak gitu masuknya di yang hemat,1
sangat membantu. aplikasinya anti ribet,5
sangat baik,5
mudah sekali,5
"pasti tarifnya naik terus, nadim gimana ini katanya mempermudah tapi nyatanya mempersulit",1
lbh enk pk shopee food njir .,1
"udah ada Otp via WA msh aja diminta otp via email, ribet amat gx kya grab, lagian otp via WA sudah cukup harusnya, kenapa harus lewat email, itu kan privasi",1
"pesan gofood tapi gojek barengin 2 pembeli, jadinya punya sy telat dan lama sampenya ,da ongkirnya mahal, trus dibarengin 2 pembeli pula, punya sy jadinya terakhir diantar dan lama sampe dingin makanannya ,parah , mo untung gede tp customer dikorbanin",1
ok ok ok ok,5
membantu,5
baik,5
sangat membantu skli dalam hal apa pun trimkasi,4
good,5
bagus,5
"driver anda tidak kompeten,selalu meminta cancel dengan cara diam di posisi",1
"1. driver bayar berlangganan hemat 2. biaya langganan hemat dari driver dibikin voucher diskon hemat 3. customer bayar lebih murah karena ada voucher hemat 4. aplikator tetep dapet full (dari no.1 sama dari no.3) note : driver tidak dipaksa untuk ikut program, driver boleh ikut boleh ga ikut, tapi kalo ga ikut ga akan gacor/orderan dikit/bisa jadi anyep. dulu aplikator bakar uang buat bikin diskon sekarang aplikator bikin diskon ngembat uang driver aplikator pemeras!!!",1
sesuaiblokasi,5
mantap pokoknya,5
sangat bagus dan membantu 🙏,5
mntap,5
"makin mahal, sopir lama dikasih bintang rendah malah marah padahal sesuai fakta dilapangan",1
belum apa apa gabisa masuk/daftar,1
terjangkau dan nyaman,5
"Semakin di upgrade semakin susah, tranafer haeus verivikasi ktp, terus ktp rusak jadi nda bisa diapa""in nih saldo, ayolah tolong dong pihak gojek",5
sangat memuaskan,5
fleksibel..,5
Joss pokoknya.... sya udah daftar mitra gojek susah upload dokumen tapi belum ada panggilan untuk tatap muka,5
just wanna say thankiuu gojek! u helping me for take care my children 🩷,5
Keren,5
lelet,1
"Di aplikasi nya banyak masalah, gojek nya gak jalan diem aja, kalau bisa tambahan fitur gojek lumayan jauh apakah orderan anda Terima? Jadi buat anaka sekolah nhe lama kamain",1
ok Good,5
"sebelum si EDI SUDARTO B1879DOZ DAIHATSU SIGRA belum ditindak lanjuti, kacau sih. driver gajelas mobilnya beda,main ketok harga pula. orang lagi berduka gak ada empatinya sama sekali nih orang sialan",1
"Penanganan Batalkan pesanan lama, tidak bisa chat resto paling parah",1
sukses selalu,5
terbaik,5
ferfeck,5
bagus,5
sangat membantu,5
"Tolong blokir / tutup akun driver Anwar Sanusi yang berdomisili di cilegon banten, karena telah melakukan pelecehan verbal.",1
Terima kasih telah memberikan bonus reward untuk Coins nya 🥰 😊🧡,5
sangatlah mengecewakan akun tanpa sebab diblokir dan dibekukan saldo yg tersisa tidak bisa digunakan atau diambil akun penipuan tanpa keterangan dan kejelasan,1
"Go Tagihan tidak bisa selalu diandalkan, pengalaman token listrik akan habis tapi layanan sedang tidak bisa",1
"aplikasi rusak. saldo tak nampak, relog berkali - kali juga tak nampak",1
mantap slalu terbaik,5
sangat oke,5
good,5
"matikan saja opsi ekonomis di go food,2 kali pakai opsi ekonomis ga dapat driver,sampai restonya tutup,CS nya cuma bot,dan pembatalan juga harus 1 jam dulu",1
ok,5
habis update makin bodoh,1
"gojek sangat membantu sekali ketika kita beraktifitas di luar rumah,pesan makanan juga lebih mudah,gopay juga gampang dan mudah.sukses selalu gojek indonesia",5
Drivernya menolak trus. Tolong beri teguran itu,2
untuk food ny kebanyakan driver on food juga tpi giliran dapet food ga di pick up mohon di perbaiki lagi kedepan ny Terima kasih,2
help center kurang membantu. layanan pelanggan aksesnya sulit,1
mantap,5
"tarif custmer sekarang naik tpi tanya"" ke driver pendapatn merrkq tetep sama kaya dlu ktnya tarif driver bklan naik juga jadi kasian sama dirver""",1
pelayanan sangat amat mengecewakan. padahal yg di cantumkan maksimal 1 jam jika lebih dari itu bisa di batalkan. yang terjadi saya nunggu 3 jam pesanan belum datang dan tidak bisa di batalkan. yg di dapat cuma permintaan maaf dari CS,1
puas,5
"terlalu lama mencari driver terlalu memaksa menunggu lama, tidak profesional jika tidak ada driver suruh nunggu lama! orang pesan makanan butuh cepet masa sampai 1 jam lebih, jika tidak ada langsung batalin.. membuat pembeli menunggu lama padahal gk ada driver / sepi idiot emg.. gk lagi2 gw beli pakai ini lebih baik pakai aplikasi sebelah (orange) gk ribet!",1
"mohon maaf tapi tolong jika memang tidak ada driver yang bisa ngepick pesanan gofood maka customer bisa cancel orderan, 50mnt saya nunggu gs dapet2 driver, mau cancel juga gabisa",1
praktik tepat waktu ramah,5
bisa² nya harga gak sesuai aplikasi minta nambah,2
"sangat kecewa dengan fitur layanan gofood yg harus nunggu 1 jam buat ngecancel. kalo sekiranya ga memungkinkan untuk cari driver kenapa harus 1 jam nungguin nya, apa kalian tahu? anda adalah salah satu aplikasi yg saya sering saya gunakan. tp gara2 kalian suruh nunggu sejam makanan gak jadi2 krn njnggu hal2 yg ga jelas, temen saya sampe gerd nya kambuh gara2 nungguin alasan menunggu kalian yg ga masuk akal itu. mohon dibenahi!!!",1
gud,5
mantaap,5
recommended 👍👍👍👍,5
"lancar,murah,tepat waktu",5
"harganya terjangkau bgt,jadi segan kita kasih sesuai harga saking murahnya,wkwkwkw,",5
ga pernah telat bayar pinjaman tapi pas diajukn lgi ditolak,1
te o pe 👍👍👍👍👍,5
mantap,5
good,5
TIDAK BISA MENYELESAIKAN PERMASALAHAN SAYA TENTANG GOPAYLATER DIAKUN SAYA YANG DIBLOKIR SECARA SEPIHAK!!!!,1
ok,5
harusnya sistemnya dapatin driver dulu baru restoran buat makanannya.. bukan sebaliknya.. jadi kalo emang ga ada driver ambil bisa dibatalin ga harus sampe lamaa banget nungguin.,1
tepat waktu dan ramah,5
aplikasinya mantap,5
good untuk driver nya,5
"mohon dari pihak gojek indonesia diadakan gojek instant di stasiun duri biar tertib seperti distasiun tanah abang, soalNy saya perhatikan driver banyak pilih2 oder, dan penumpang terbengkalai menumpuk dan bikin macet di jalan stasiun duri,, driver tertib penumpang tertib jalan raya pun tertib lancar tidak ada kemacetan. mks",5
"susah banget cari driver di kala hujan hujan, padahal udah pesen di harga termahal buat gojek mobilnya, gak niat kerja apa dari sistemnya",1
cari drifer lama,1
selalu jadi pilihan terbaik dalam membantu kebutuhan transportasi dan layanan belanja online atau pengiriman.... terimakasih gojek sdh menemani selama ini,5
"seneng ongkosnya terjangkau, banyak voucher nya. mantap 👍",5
"udh sering pesen tp pas momen udh slesai hujan kenapa g ada yg mau pdahal harga udh dua kali lipat, kecewa jd nya",2
Good Good Good,5
sangat memuaskan,5
top,5
gocar point bandara soekarnohata mengecewakan,1
"nyaman, driver ramah",5
"Beli makan, bepergian sangat membantu aktivitas sehari-hari banget guys...🥰",5
good,5
"kalo habis hujan susah dapet driver, padahal udah pilih pencarian prioritas",1
"saya pesen gojek makin susah dapat drivernya sekarang banyak pilih2, mending pake apk sebelah",2
"Saya sangat kesal dengan driver gojek maupun gocar yang pilih-pilih cuaca dan lokasi tujuan saat orderan, padahal sangat dekat dengan lokasi jemput tapi tidak ada yang mau mengambil sama sekali, dan harga juga lumayan tinggi, sangat tidak memuaskan!!",1
drivernya yg deket ga mau ambil ambil lama dapetnya... klo dapwt ga jalan² drivernya,1
"bagus, bisa dpake kapan sja",5
ok,5
"gojek sangat bagus tapi saya ingin meminta maaf kepada driver yang saya cancel secara tiba-tiba, saya benar benar minta maaf, dan saya tidak sengaja kepencet pencet fitur yang lain. untuk driver yang saya cancel saya minta maaf sebesar besarnya. saya tidak tau harus bagaimana lagi, karena saya ingin mengechat drivernya tapi tidak bisa. mohon maaf sebesar besarnya",5
aplikasi gajelas làma banget dapet driver,2
gacor 100%,5
👍👍👍,5
lamaaa banget pesen pake reguler masaa satu jam udah gitu ga bisa dibatalalin ga jelasss,1
"udah ga ada banyak diskon lagi kalo pakai Gopay, adanya dari bank tertentu aja uhuhu",4
aplikasi nya jelek susah dapet driver,1
terimakasih atas layanannya,5
"emg kalo pke gocar yg hemat salah? namanya org dpt diskon kan? salah satu abang gocar nya ad yg g trma karena pke hemat trs bilang gg sempit, perasaan jalan kan ga cuma satu di tambah lagi saya mesen dari jm 15.06 baru ktmu Abang gocar nya di jm 15.15 tp ga nyampe' pdhl titik nya aj cuma 1,3 km di jm 15.52 bilang nya ""udh tau gg sempit, mna pke gocar hemat lagi, sue"" saya udh nungguin lama' malah dpt ucapan kaya gtu? mending pindah ke grab banyak promonya abang' nya jg ramah' ga kaya ini.",2
APLIKASI GAK GUNA,1
👍👍,5
saya kecewa sedikit sama aplikasi ini karena driverw nya disaat waktu hujan tidak mau mengambil penumpang yang terlalu murah bahkan 40k mereka tidak mau menerima nya,2
aplikasi transportasi online yang dapat di andalkan,4
usahain klo hujan tuh driver siap mantel yakk bg cape nungguin hampir 2 jam,2
Good,5
Aplikasi kacau susah cari driver giliran dpt di cancel driver nya gak sopan B 1100 DOZ,1
"sangat membantu dalam perjalanan disituasi macet jalan raya, lebih irit, aman",5
"gjls, cuma gerimis doang gamau ngambil, pdhl udh bayar agak mahal",1
mahalllll,5
"KALAU HUJAN, SUSAH NYA MINTA AMPUN, SEPERTI TIDAK NIAT",2
"semoga gojek sll yg terdepan maupun yg terbaik dlm segala bidang yg bermanfaat bagi masyarakat bnyk, Terima kasih 👍",5
"tambah kacau aplikasi GO-JEK, khusus nya untuk gorid. terlihat di aplikasi kalo di sekitar banyak driver yg online tpi malah lama banget dapet nya, udah fitur pencarian cepat tapi masih lama malah di kasih driver yg jauh2, dan di cancel juga sma driver nya.",1
jos,5
Driver sok sokan gamau ngambil pesanan padahal jarak dari lokasi deket jadi males make gojek,2
lamaaaaa,1
"tata bahasa admin gopinjam buruk banget, ngingetin via wa kek preman. padahal perusahaan ternama. baru telat 1 hari dah kaya telat setahun. pinjaman kecil padahal. males ah sama gopinjam.",1
jos jis,5
cepat mendapatkan drivernya,5
"kalau mau kerja sama,sama gopinjam kasih tau dong gojek buat lebihj sopan santun nagih orang , saya dah janji akan bayar gajian dia ngotot harus dibayar hari itu juga tolong di berikan evaluasi lagi org gopinjam ini diberi peringatan katanya legal tapi menagih sepertii ilegal mengancam",1
kami selalu gunakan aplikasi ini,5
"tolong di upgrade lagi gojeknya, untuk map lokasi di paskan sama posisi akun..dan fitur chat untuk gofood ke penjual di nyalakan karena pesanan sering lama sampainya jd keteter banget tolong diperhatikan pihak aplikasi",1
gak jls aturan mau pesen makan aja harus upload ktp kayak mau ngutang aja.,1
drivernya ramah n sopan.. bawa penumpangnya slalu hati2 .. pkonya top utk gojek..,5
"TOLONG SIAPKAN DRIVER SAAT HUJAN, KARENA KITA SANGAT MEMBUTUHKAN MEREKA UNTUK PICKUP GO FOOD SY, SY UDAH NUNGGU LAMA BANGET MAKANAN SY BLM DI PICKUP JUGA, PADAHAL SUDAH JADI MAKANAN DARI LAMA , SEMUA DRIVER WAJIB DI KASIH JAS HUJAN AGAR TIDAK ADA ALASAN TIDAK BISA PICKUP GO FOOD ATAU ANTER PENUMPANG MOHON BANGET KARENA INI SUDAH SERING TERJADI SAAT HUJAN TIDAK ADA DRIVER YG MAU PICKUP ATAU ANTER PENUMPANG, MOHON DIPERBAIKI SISTEM NYA",1
"Tolong perbaiki buat alamat yang suka tiba2 keganti, kadang klo udh biasa pake aplikasi udh jarang double cek alamat lgi",3
dibeberapa pengguna ga ada ongkir hemat ongkir gofood terdekat 12 rb kedrivernya berapa apa bener cuma goceng kasihan drivernya mau kasih tip malah jadi mahal jadi sering offline sekarang,3
promonya luar biasa,5
wah aplikasi pembawa bencana buang,1
memudahkan dalam perjalanan transportasi,5
sesuai tukang gojek nya dan amanah pokok nya 👍👍👍,5
Alhamdulillah sangat membantu dan memudahkan hidup.. terimakasih gojek 😍,5
sip lah kalo buat di perkotaan mah sat set cepat dan gak mahall,5
"SATU HARI 2X TRANSAKSI GAGAL DI HARI YG SAMA DAN SALDO NTAH KEMANA. RESPON SANGAT LAMBAT DAN BERBELIT BELIT, TIDAK ADA KE PASTIAN SALDO AKAN KEMBALI. SANGAT PAYAH UNTUK SEKELAS APK GOPAY UNTUK MEMRESPON PERMASALAHAN INI. UNTUK GOPAY UANG SEGITU TIDAK ADA ARTI KALO UNTUK RAKYAT KECIL UANG SEGITU SANGAT BERATI UNTUK BAYAR PENGOBATAN DLL.",1
professional 👍,5
ok lah,5
nyaman dan ramah drivernya..aplikasi mudah👍🏻,5
"Banyak error hadeuhhhhh. kalo ujan, mobil susah di pesan ga dapet2. ga jelas",1
semakin hari semakin ga ada promonya malah harga nya ga masuk akal mending pindah ke sebelah promonya jelas disini udh promo malah harga nya jauh lebih mahal makin ditinggalkan kau gojekk,1
"gw sangat tidak merekomendasikan fitur gopay later apalagi gopinjam.masa baru telat sehari karena gajihan di undur,bagian penagihan udah ngancam"" dengan bahasa yang kasar juga! mau bukti? saya ada screen shot nya",1
baik sekali pokoknya,5
sangat baik,4
Terimakasih,5
"Contact cs gaguna, jawabanya ai",1
puas,5
terima kasih gojek,5
oke,5
ok lah,5
"kesel bngt setiap pesan titik nya gak nyampe ketempat tinggal, jadinya harus jalan kaki lagi.",2
susah gojek nya. nyari2 pd gk ada yg jemput parah,1
potongan nya besar banget. sumpah kesian sama driver nya.,1
Aplikasinya bagus dan sangat membantu sekali,5
ok,5
driver profesional,5
banyak kendaraannya tak pernah menunggu lama.,5
"aplikasinya bagus, tp klo gue kirim chat di aplikasi gojeknya knp ceklis 1 mulu ya kdang jg ga kekirim pdhl pket data gue blm abis dan klo gojek tlf di aplikasi buat klik jawab respon nya lama.",4
"nyaman,baik drivernya",5
mntap,5
kirim barang di bali search driver di jakarta?,1
kurang memuaskan terutama untuk layanan n tanggapan yg d beri mengenai perubahan no kontak darurat baru yg d berikan. karna niat saya adalah untuk memperbarui info tentang saya...,3
good,5
bagus,5
FITUR CHAT DI VERSI SEKARANG SERING TIDAK BISA DI GUNAKAN.,1
perjalanan baik,5
sangat membantu trasportasi kemana pun,5
lancar dan sangat membantu,5
mantap 👍👍,5
mantap..ringkas n cepat,5
ok,5
seru,5
apk nya bagusss bangettt,5
trimakasi gojek promonya,5
bagus,5
"Mohon maaf saya pengguna gocar dan goride tiap hari,tp knapa kok makin lama tarif makin mahal gk menenentu.saya sebagai pelanggan setia merasa kecewa,klo bisa mohon diperhatikan dan diperbaiki.trimakasih.",5
baguss,5
"sangat membantu,,dan memuaskan",5
ga salah kh gojek ngiklanin slot?,3
tolong pihak gojek kalo daftar harus pake ktp..harus pake nama asli..no telp aktif terhub ke wa..banyak orderan fiktif..kasian driver pada minus..,1
mantap,5
mantap,5
Mohon banyakin jumlah Driver nya disekitar Kebayoran Lama !!!,2
aplikasi berguna,5
aplikasi tiba2 error loading terus selesai update malah makin error,1
nunggu lama² malah ga dapet driver,1
"gojek parah banget ya, uang saya digopay tiba2 hilang. pas liat ditransaksi kepotong sama computerhitech. saya ga prnh transaksi kaya gtu. sumpah ga ridho bgt. aplikasi maling. balikin duit gw..",1
tepat waktu dan profesional. terima kasih atas semua pelayanannya,5
ᑲᥲgᥙᥙs ᥲȷᥲᥲ,5
tolong sediakan qris seperti yg disebelah dong update LG ya saya kasih bintang 2 deh jika udh ada qris jadi bintang 5 LG thanks you segera mungkin adakan qris ya min 🙏 seperti grab update trus menerus di gojek ada gopay ya dibuat qris ya lebih enak nyaman dll semoga disegerakan ya QRISNYA DISEDIAKAN,2
